0	34.2406	42.2502	41.8884
1	33.5163	42.2348	41.8689
2	33.5094	42.2293	41.8418
3	33.3173	42.2449	41.9420
4	33.4274	42.2469	41.9827
5	33.2874	42.2964	42.0002
6	33.3989	42.2787	42.0208
7	33.4708	42.3045	41.9811
8	33.8692	42.4039	42.0656
9	33.4624	42.4096	42.0923
10	33.4610	42.4351	42.1311
11	33.3151	42.4513	42.1301
12	33.4884	42.4380	42.1510
13	33.3399	42.4438	42.1002
14	33.6153	42.4665	42.1058
15	33.6329	42.4691	42.1393
16	33.9749	42.4769	42.1421
17	33.9838	42.5917	42.2362
18	34.1071	42.6847	42.3500
19	34.0862	42.7640	42.3302
20	34.2343	42.9959	42.4736
21	34.1313	42.9411	42.3487
22	34.2803	42.8822	42.3882
23	34.2070	42.5977	42.2801
24	34.2909	42.4264	42.0349
25	33.9203	42.4164	42.0587
26	33.8307	42.4144	42.0204
27	33.7467	42.4136	42.1107
28	33.8147	42.4723	42.2125
29	33.7034	42.4896	42.1240
30	33.7860	42.4462	42.1512
31	33.8162	42.4668	42.1782
32	34.0643	42.4671	42.1180
33	33.8591	42.4686	42.1475
34	33.7603	42.4735	42.1866
35	33.6614	42.4881	42.1524
36	33.7719	42.4714	42.1457
37	33.7005	42.4671	42.0679
38	33.7770	42.4980	42.1654
39	33.8569	42.4919	42.1450
40	34.0370	42.5031	42.1374
41	34.1976	42.4997	42.2088
42	34.2786	42.6369	42.3635
43	34.2656	42.6386	42.3508
44	34.3207	42.8639	42.5167
45	34.2573	42.8039	42.4641
46	34.3690	42.7752	42.4436
47	34.3234	42.4507	42.2346
48	34.2193	42.3449	41.9817
49	33.8428	42.3332	42.0547

total	33.8566	42.4952	42.1553

