0	44.1891	46.1681	46.2693
1	43.3187	45.8742	46.0284
2	43.2878	45.8274	45.9768
3	43.0539	45.8468	45.9380
4	43.2093	45.8148	45.9711
5	43.0217	45.8864	45.9528
6	43.2308	45.8952	45.9110
7	43.0888	45.8532	45.9011
8	43.8311	45.8600	45.9021
9	43.1204	45.7624	45.8910
10	42.9570	45.7293	45.9087
11	42.9394	45.7084	45.9010
12	43.1571	45.6639	45.9271
13	43.0127	45.7148	45.9074
14	43.0877	45.7752	45.9265
15	43.1808	45.7807	45.8960
16	43.9467	45.9167	45.9487
17	43.2827	46.0661	46.1251
18	43.3913	46.1312	46.1679
19	42.9567	46.1039	46.0306
20	43.2360	46.1800	46.1530
21	42.8369	46.0676	45.9852
22	43.5072	46.0918	46.1471
23	43.3082	45.9845	46.1039
24	44.5731	46.1781	46.3062
25	43.0359	45.7638	45.9637
26	43.0646	45.7111	45.8648
27	42.7585	45.6698	45.7028
28	43.0922	45.6686	45.7793
29	42.6326	45.6294	45.7131
30	43.0437	45.6235	45.8117
31	42.8497	45.6514	45.7837
32	43.8291	45.8396	46.0252
33	42.9060	45.6268	45.7166
34	43.1179	45.6889	45.8008
35	42.7276	45.6409	45.8301
36	43.2185	45.6121	45.8126
37	42.4725	45.4882	45.6753
38	42.8689	45.5357	45.7329
39	42.7481	45.4528	45.6385
40	44.0406	45.8167	46.0192
41	42.8941	45.6379	45.7608
42	43.0470	45.7009	45.8826
43	42.5867	45.6290	45.7316
44	43.3243	45.8601	45.9810
45	42.7383	45.7594	45.8970
46	43.3390	45.8666	46.0239
47	42.9967	45.8317	46.0910
48	44.8071	46.2080	46.3906
49	42.1651	45.3583	45.6125

total	43.1806	45.8030	45.9284

