0	36.8431	45.2864	44.8443
1	35.5248	45.0622	44.6809
2	35.5835	44.9676	44.7410
3	35.5922	45.0661	44.7817
4	36.0443	44.8003	44.9066
5	35.5398	44.5258	44.8946
6	35.5818	44.8996	44.8700
7	35.5731	44.8370	44.8812
8	36.4956	44.5119	44.8611
9	35.5514	44.8471	44.7977
10	35.6606	44.2960	44.8059
11	35.5218	44.6577	44.7929
12	36.1054	44.6428	44.7567
13	35.6073	44.6207	44.9073
14	35.6466	44.4747	44.8655
15	35.5920	44.5031	44.7857
16	36.5810	44.5743	44.7570
17	35.8143	44.6713	44.9196
18	36.0757	44.5870	45.0400
19	36.0239	44.7363	44.8654
20	36.5151	44.8814	44.7844
21	35.7971	44.7274	45.1622
22	35.9530	44.6553	45.0048
23	35.9139	44.5981	44.7479
24	36.9294	44.6289	44.5470
25	35.5394	44.2646	44.3601
26	35.6949	44.2837	44.0207
27	35.5724	44.2219	44.4651
28	36.0757	44.5220	44.3711
29	35.4979	44.4285	44.6169
30	35.5463	44.4396	44.2589
31	35.4507	44.5060	44.3794
32	36.4879	44.6868	44.6014
33	35.6234	44.5250	44.5136
34	35.7372	44.6025	44.5872
35	35.5978	44.6585	44.4334
36	36.0586	44.5413	44.6373
37	35.5726	44.4297	44.6633
38	35.6511	44.4306	44.4118
39	35.5382	44.6228	44.6081
40	36.5749	44.5668	44.6349
41	35.8125	44.6128	44.6584
42	36.0543	44.6653	44.9102
43	35.8222	44.6990	44.9975
44	36.3281	45.0034	44.6299
45	35.7617	44.7356	44.9455
46	35.8280	44.5830	44.8736
47	35.6533	44.8652	44.9388
48	36.9607	44.2153	44.3160
49	35.0376	44.2947	44.1742

total	35.8709	44.6293	44.7002

