0	40.8455	45.3240	45.3369
1	40.0980	45.1368	45.1250
2	40.2291	45.1889	45.2192
3	40.1048	45.1389	45.1874
4	40.2244	45.1051	45.1668
5	39.9898	45.0989	45.1346
6	40.1147	45.1171	45.1607
7	39.9871	45.1270	45.0881
8	40.3589	45.1620	45.2150
9	40.2210	45.1459	45.1715
10	40.2176	45.1730	45.2074
11	40.1616	45.1325	45.2079
12	40.2745	45.1539	45.2069
13	40.1014	45.1866	45.2004
14	40.3089	45.1609	45.2334
15	40.1787	45.1252	45.1722
16	40.4154	45.1553	45.2382
17	40.5479	45.6665	45.5291
18	40.8853	45.6486	45.5504
19	40.6508	45.6078	45.5274
20	40.8744	45.6925	45.6319
21	40.6734	45.6313	45.5270
22	40.7342	45.6385	45.5222
23	40.6350	45.5716	45.5153
24	40.8055	45.3563	45.3391
25	40.1995	45.1570	45.0901
26	40.3079	45.1518	45.1568
27	40.1513	45.1557	45.1502
28	40.3969	45.1403	45.1924
29	40.1028	45.1426	45.1385
30	40.3896	45.1602	45.1802
31	40.1869	45.1625	45.1612
32	40.6294	45.2107	45.2245
33	40.0656	45.1900	45.1858
34	40.2921	45.2046	45.1539
35	39.9726	45.1718	45.1437
36	40.2269	45.1886	45.1666
37	39.5373	45.1314	45.1065
38	40.2089	45.1797	45.1190
39	40.0917	45.1051	45.1538
40	40.5271	45.3044	45.2656
41	40.4986	45.5626	45.5625
42	40.5151	45.4986	45.5837
43	40.2870	45.5166	45.6509
44	40.5072	45.5575	45.6685
45	40.2464	45.4911	45.5452
46	40.5289	45.5231	45.6407
47	40.4208	45.5588	45.6539
48	41.1304	45.3821	45.5740
49	39.8890	45.0496	45.3134

total	40.3390	45.2868	45.3039

