0	42.7462	47.9492	47.4867
1	41.0857	46.8721	47.3461
2	41.4410	47.4701	47.1649
3	41.0622	47.3757	47.2345
4	41.6335	47.0795	47.3375
5	41.0018	46.6403	48.1469
6	41.1524	46.5922	46.8240
7	40.8752	47.0097	47.5192
8	42.2171	47.1357	47.6217
9	40.6794	47.1480	47.4787
10	41.4167	47.5723	47.4788
11	41.0102	46.9433	46.8170
12	41.4035	47.3154	47.0999
13	41.0170	47.2199	48.0714
14	41.3457	47.3796	47.0325
15	40.9713	47.0743	46.7971
16	42.2150	46.5660	47.0249
17	41.1522	47.7054	47.8653
18	41.5536	47.1594	47.9112
19	40.9959	46.9261	47.6245
20	41.6512	47.0696	47.8835
21	41.0655	47.3324	48.1402
22	41.3320	47.8874	47.3366
23	41.1312	48.0540	47.9827
24	42.5693	46.8176	47.8099
25	41.0213	46.7961	47.3167
26	41.1696	46.8490	47.3010
27	40.7319	46.5909	47.7433
28	41.3322	46.8855	46.8597
29	40.7161	46.7498	47.5917
30	40.9652	46.9859	47.2714
31	40.6775	46.7692	47.0418
32	41.7909	47.5144	47.8639
33	40.7135	47.1885	47.6726
34	41.1141	47.0385	48.2067
35	40.6364	47.3742	47.2513
36	41.2724	46.9822	46.7242
37	40.5221	47.0521	47.4042
38	41.0342	47.4611	47.0974
39	40.5712	47.1871	46.8498
40	41.8857	46.6861	47.7955
41	40.5744	47.1887	47.3806
42	41.0127	47.1147	47.5736
43	40.5777	47.6812	48.5894
44	41.4255	47.2630	48.1871
45	40.6559	47.3626	47.8431
46	41.0015	47.9171	47.6675
47	40.6858	46.9520	47.7920
48	42.3556	47.2615	47.8038
49	39.9355	46.6676	47.1007

total	41.1821	47.1563	47.4993

