0	41.2369	44.8072	43.4984
1	40.0745	44.8069	43.4708
2	39.8941	44.7274	43.3441
3	39.2633	44.7658	43.1981
4	39.7494	44.7369	43.0634
5	39.0608	44.7772	42.8965
6	39.6108	44.7515	42.9055
7	39.2506	44.7420	42.8482
8	40.7166	44.7980	42.9555
9	39.0305	44.6961	42.5734
10	39.3833	44.6615	42.7261
11	38.6779	44.6297	42.6513
12	39.2938	44.6221	42.8281
13	38.4977	44.5623	42.5481
14	39.1284	44.5243	42.7852
15	38.7520	44.5010	42.6739
16	40.7122	44.6822	43.0532
17	38.6532	44.2949	42.7964
18	39.3151	44.4752	42.8017
19	38.3533	44.2288	42.6960
20	39.5215	44.5380	42.7262
21	38.0084	44.2718	42.5469
22	39.1669	44.4229	42.7469
23	38.6438	44.6377	42.7698
24	41.0575	44.5761	43.0728
25	38.2882	44.1572	42.2046
26	38.9289	44.2066	42.4509
27	38.0794	44.0937	42.1368
28	39.0791	44.2131	42.4917
29	37.8843	43.9717	42.2404
30	38.8024	44.2085	42.4470
31	37.8859	44.0864	42.5672
32	40.6405	44.6288	43.0504
33	38.5168	44.3482	42.4712
34	39.1562	44.3857	42.5669
35	37.9979	44.2197	42.3875
36	39.0736	44.1400	42.2971
37	38.0031	44.0238	41.9083
38	38.9380	44.2317	42.0491
39	38.1136	44.1060	41.9640
40	40.5116	44.3296	42.8071
41	38.5947	44.6806	42.8698
42	39.5144	44.6678	42.9637
43	38.8297	44.6483	42.9861
44	39.8247	44.6583	43.0582
45	38.8539	44.7673	43.0230
46	39.6059	44.7102	43.1755
47	39.4346	44.8683	43.4140
48	41.1450	44.5313	43.1321
49	39.4455	44.4657	42.9397

total	39.2040	44.4917	42.7556

